city,occupation,0
"Wenatchee, WA",Community and Social Service,51.0
"Wenatchee, WA",Architecture and Engineering,48.0
"Wenatchee, WA",Protective Service,85.0
"Wenatchee, WA",Healthcare Support,131.0
"Wenatchee, WA",Building and Grounds Cleaning and Maintenance,173.0
"Wenatchee, WA",Computer and Mathematical,43.0
"Wenatchee, WA",Personal Care and Service,92.0
"Wenatchee, WA","Installation, Maintenance, and Repair",198.0
"Wenatchee, WA",Construction and Extraction,203.0
"Wenatchee, WA",Management,145.0
"Wenatchee, WA",Business and Financial Operations,129.0
"Wenatchee, WA",Production,134.0
"Wenatchee, WA",Healthcare Practitioners and Technical,282.0
"Wenatchee, WA","Education, Training, and Library",288.0
"Wenatchee, WA",Transportation and Material Moving,0.0
"Wenatchee, WA",Food Preparation and Serving Related,485.0
"Wenatchee, WA",Sales and Related,518.0
"Wenatchee, WA",Office and Administrative Support,567.0
"Fairbanks, AK",Legal,20.0
"Fairbanks, AK","Life, Physical, and Social Science",109.0
"Fairbanks, AK","Arts, Design, Entertainment, Sports, and Media",32.0
"Fairbanks, AK",Community and Social Service,94.0
"Fairbanks, AK",Architecture and Engineering,84.0
"Fairbanks, AK",Protective Service,88.0
"Fairbanks, AK",Healthcare Support,70.0
"Fairbanks, AK",Building and Grounds Cleaning and Maintenance,169.0
"Fairbanks, AK",Computer and Mathematical,55.0
"Fairbanks, AK",Personal Care and Service,81.0
"Fairbanks, AK","Installation, Maintenance, and Repair",209.0
"Fairbanks, AK",Construction and Extraction,289.0
"Fairbanks, AK",Management,200.0
"Fairbanks, AK",Business and Financial Operations,134.0
"Fairbanks, AK",Production,83.0
"Fairbanks, AK",Healthcare Practitioners and Technical,198.0
"Fairbanks, AK","Education, Training, and Library",291.0
"Fairbanks, AK",Transportation and Material Moving,224.0
"Fairbanks, AK",Food Preparation and Serving Related,342.0
"Fairbanks, AK",Sales and Related,313.0
"Fairbanks, AK",Office and Administrative Support,620.0
"Hanford-Corcoran, CA",Legal,19.0
"Hanford-Corcoran, CA","Life, Physical, and Social Science",43.0
"Hanford-Corcoran, CA","Arts, Design, Entertainment, Sports, and Media",16.0
"Hanford-Corcoran, CA",Community and Social Service,89.0
"Hanford-Corcoran, CA",Architecture and Engineering,14.0
"Hanford-Corcoran, CA",Protective Service,366.0
"Hanford-Corcoran, CA",Healthcare Support,82.0
"Hanford-Corcoran, CA",Building and Grounds Cleaning and Maintenance,121.0
"Hanford-Corcoran, CA",Computer and Mathematical,30.0
"Hanford-Corcoran, CA",Personal Care and Service,140.0
"Hanford-Corcoran, CA","Installation, Maintenance, and Repair",165.0
"Hanford-Corcoran, CA",Construction and Extraction,90.0
"Hanford-Corcoran, CA",Management,133.0
"Hanford-Corcoran, CA",Business and Financial Operations,112.0
"Hanford-Corcoran, CA",Production,224.0
"Hanford-Corcoran, CA",Healthcare Practitioners and Technical,250.0
"Hanford-Corcoran, CA","Education, Training, and Library",340.0
"Hanford-Corcoran, CA",Transportation and Material Moving,285.0
"Hanford-Corcoran, CA",Food Preparation and Serving Related,357.0
"Hanford-Corcoran, CA",Sales and Related,320.0
"Hanford-Corcoran, CA",Office and Administrative Support,518.0
"Manhattan, KS",Legal,13.0
"Manhattan, KS","Life, Physical, and Social Science",43.0
"Manhattan, KS","Arts, Design, Entertainment, Sports, and Media",66.0
"Manhattan, KS",Community and Social Service,42.0
"Manhattan, KS",Architecture and Engineering,46.0
"Manhattan, KS",Protective Service,53.0
"Manhattan, KS",Healthcare Support,126.0
"Manhattan, KS",Building and Grounds Cleaning and Maintenance,145.0
"Manhattan, KS",Computer and Mathematical,63.0
"Manhattan, KS",Personal Care and Service,150.0
"Manhattan, KS","Installation, Maintenance, and Repair",159.0
"Manhattan, KS",Construction and Extraction,184.0
"Manhattan, KS",Management,184.0
"Manhattan, KS",Business and Financial Operations,165.0
"Manhattan, KS",Production,205.0
"Manhattan, KS",Healthcare Practitioners and Technical,193.0
"Manhattan, KS","Education, Training, and Library",373.0
"Manhattan, KS",Transportation and Material Moving,163.0
"Manhattan, KS",Food Preparation and Serving Related,463.0
"Manhattan, KS",Sales and Related,358.0
"Manhattan, KS",Office and Administrative Support,578.0
"Ocean City, NJ",Legal,18.0
"Ocean City, NJ","Life, Physical, and Social Science",14.0
"Ocean City, NJ","Arts, Design, Entertainment, Sports, and Media",36.0
"Ocean City, NJ",Community and Social Service,71.0
"Ocean City, NJ",Architecture and Engineering,14.0
"Ocean City, NJ",Protective Service,115.0
"Ocean City, NJ",Healthcare Support,187.0
"Ocean City, NJ",Building and Grounds Cleaning and Maintenance,240.0
"Ocean City, NJ",Computer and Mathematical,19.0
"Ocean City, NJ",Personal Care and Service,162.0
"Ocean City, NJ","Installation, Maintenance, and Repair",152.0
"Ocean City, NJ",Construction and Extraction,201.0
"Ocean City, NJ",Management,109.0
"Ocean City, NJ",Business and Financial Operations,85.0
"Ocean City, NJ",Production,82.0
"Ocean City, NJ",Healthcare Practitioners and Technical,202.0
"Ocean City, NJ","Education, Training, and Library",251.0
"Ocean City, NJ",Transportation and Material Moving,151.0
"Ocean City, NJ",Food Preparation and Serving Related,630.0
"Ocean City, NJ",Sales and Related,461.0
"Ocean City, NJ",Office and Administrative Support,638.0
"Parkersburg-Vienna, WV",Legal,21.0
"Parkersburg-Vienna, WV","Life, Physical, and Social Science",17.0
"Parkersburg-Vienna, WV","Arts, Design, Entertainment, Sports, and Media",32.0
"Parkersburg-Vienna, WV",Community and Social Service,51.0
"Parkersburg-Vienna, WV",Architecture and Engineering,45.0
"Parkersburg-Vienna, WV",Protective Service,70.0
"Parkersburg-Vienna, WV",Healthcare Support,159.0
"Parkersburg-Vienna, WV",Building and Grounds Cleaning and Maintenance,96.0
"Parkersburg-Vienna, WV",Computer and Mathematical,56.0
"Parkersburg-Vienna, WV",Personal Care and Service,121.0
"Parkersburg-Vienna, WV","Installation, Maintenance, and Repair",212.0
"Parkersburg-Vienna, WV",Construction and Extraction,221.0
"Parkersburg-Vienna, WV",Management,136.0
"Parkersburg-Vienna, WV",Business and Financial Operations,226.0
"Parkersburg-Vienna, WV",Production,179.0
"Parkersburg-Vienna, WV",Healthcare Practitioners and Technical,269.0
"Parkersburg-Vienna, WV","Education, Training, and Library",163.0
"Parkersburg-Vienna, WV",Transportation and Material Moving,235.0
"Parkersburg-Vienna, WV",Food Preparation and Serving Related,435.0
"Parkersburg-Vienna, WV",Sales and Related,470.0
"Parkersburg-Vienna, WV",Office and Administrative Support,631.0
"Yuba City, CA",Legal,11.0
"Yuba City, CA","Life, Physical, and Social Science",37.0
"Yuba City, CA","Arts, Design, Entertainment, Sports, and Media",16.0
"Yuba City, CA",Community and Social Service,54.0
"Yuba City, CA",Architecture and Engineering,51.0
"Yuba City, CA",Protective Service,116.0
"Yuba City, CA",Healthcare Support,137.0
"Yuba City, CA",Building and Grounds Cleaning and Maintenance,116.0
"Yuba City, CA",Computer and Mathematical,27.0
"Yuba City, CA",Personal Care and Service,161.0
"Yuba City, CA","Installation, Maintenance, and Repair",169.0
"Yuba City, CA",Construction and Extraction,140.0
"Yuba City, CA",Management,166.0
"Yuba City, CA",Business and Financial Operations,120.0
"Yuba City, CA",Production,165.0
"Yuba City, CA",Healthcare Practitioners and Technical,278.0
"Yuba City, CA","Education, Training, and Library",423.0
"Yuba City, CA",Transportation and Material Moving,252.0
"Yuba City, CA",Food Preparation and Serving Related,374.0
"Yuba City, CA",Sales and Related,457.0
"Yuba City, CA",Office and Administrative Support,604.0
"Monroe, MI",Legal,9.0
"Monroe, MI","Life, Physical, and Social Science",6.0
"Monroe, MI","Arts, Design, Entertainment, Sports, and Media",34.0
"Monroe, MI",Community and Social Service,46.0
"Monroe, MI",Architecture and Engineering,84.0
"Monroe, MI",Protective Service,46.0
"Monroe, MI",Healthcare Support,137.0
"Monroe, MI",Building and Grounds Cleaning and Maintenance,106.0
"Monroe, MI",Computer and Mathematical,25.0
"Monroe, MI",Personal Care and Service,117.0
"Monroe, MI","Installation, Maintenance, and Repair",259.0
"Monroe, MI",Construction and Extraction,127.0
"Monroe, MI",Management,162.0
"Monroe, MI",Business and Financial Operations,117.0
"Monroe, MI",Production,387.0
"Monroe, MI",Healthcare Practitioners and Technical,189.0
"Monroe, MI","Education, Training, and Library",264.0
"Monroe, MI",Transportation and Material Moving,413.0
"Monroe, MI",Food Preparation and Serving Related,443.0
"Monroe, MI",Sales and Related,387.0
"Monroe, MI",Office and Administrative Support,560.0
"Weirton-Steubenville, WV-OH",Legal,12.0
"Weirton-Steubenville, WV-OH","Life, Physical, and Social Science",9.0
"Weirton-Steubenville, WV-OH","Arts, Design, Entertainment, Sports, and Media",23.0
"Weirton-Steubenville, WV-OH",Community and Social Service,48.0
"Weirton-Steubenville, WV-OH",Architecture and Engineering,59.0
"Weirton-Steubenville, WV-OH",Protective Service,74.0
"Weirton-Steubenville, WV-OH",Healthcare Support,174.0
"Weirton-Steubenville, WV-OH",Building and Grounds Cleaning and Maintenance,137.0
"Weirton-Steubenville, WV-OH",Computer and Mathematical,19.0
"Weirton-Steubenville, WV-OH",Personal Care and Service,138.0
"Weirton-Steubenville, WV-OH","Installation, Maintenance, and Repair",213.0
"Weirton-Steubenville, WV-OH",Construction and Extraction,148.0
"Weirton-Steubenville, WV-OH",Management,141.0
"Weirton-Steubenville, WV-OH",Business and Financial Operations,80.0
"Weirton-Steubenville, WV-OH",Production,415.0
"Weirton-Steubenville, WV-OH",Healthcare Practitioners and Technical,321.0
"Weirton-Steubenville, WV-OH","Education, Training, and Library",267.0
"Weirton-Steubenville, WV-OH",Transportation and Material Moving,300.0
"Weirton-Steubenville, WV-OH",Food Preparation and Serving Related,394.0
"Weirton-Steubenville, WV-OH",Sales and Related,376.0
"Weirton-Steubenville, WV-OH",Office and Administrative Support,571.0
"Brunswick, GA",Legal,31.0
"Brunswick, GA","Life, Physical, and Social Science",13.0
"Brunswick, GA","Arts, Design, Entertainment, Sports, and Media",77.0
"Brunswick, GA",Community and Social Service,42.0
"Brunswick, GA",Architecture and Engineering,23.0
"Brunswick, GA",Protective Service,127.0
"Brunswick, GA",Healthcare Support,111.0
"Brunswick, GA",Building and Grounds Cleaning and Maintenance,208.0
"Brunswick, GA",Computer and Mathematical,57.0
"Brunswick, GA",Personal Care and Service,75.0
"Brunswick, GA","Installation, Maintenance, and Repair",174.0
"Brunswick, GA",Construction and Extraction,135.0
"Brunswick, GA",Management,221.0
"Brunswick, GA",Business and Financial Operations,167.0
"Brunswick, GA",Production,151.0
"Brunswick, GA",Healthcare Practitioners and Technical,234.0
"Brunswick, GA","Education, Training, and Library",236.0
"Brunswick, GA",Transportation and Material Moving,272.0
"Brunswick, GA",Food Preparation and Serving Related,646.0
"Brunswick, GA",Sales and Related,426.0
"Brunswick, GA",Office and Administrative Support,540.0
"Michigan City-La Porte, IN",Legal,11.0
"Michigan City-La Porte, IN","Life, Physical, and Social Science",7.0
"Michigan City-La Porte, IN","Arts, Design, Entertainment, Sports, and Media",25.0
"Michigan City-La Porte, IN",Community and Social Service,59.0
"Michigan City-La Porte, IN",Architecture and Engineering,42.0
"Michigan City-La Porte, IN",Protective Service,187.0
"Michigan City-La Porte, IN",Healthcare Support,96.0
"Michigan City-La Porte, IN",Building and Grounds Cleaning and Maintenance,132.0
"Michigan City-La Porte, IN",Computer and Mathematical,24.0
"Michigan City-La Porte, IN",Personal Care and Service,95.0
"Michigan City-La Porte, IN","Installation, Maintenance, and Repair",168.0
"Michigan City-La Porte, IN",Construction and Extraction,165.0
"Michigan City-La Porte, IN",Management,169.0
"Michigan City-La Porte, IN",Business and Financial Operations,108.0
"Michigan City-La Porte, IN",Production,510.0
"Michigan City-La Porte, IN",Healthcare Practitioners and Technical,214.0
"Michigan City-La Porte, IN","Education, Training, and Library",231.0
"Michigan City-La Porte, IN",Transportation and Material Moving,308.0
"Michigan City-La Porte, IN",Food Preparation and Serving Related,472.0
"Michigan City-La Porte, IN",Sales and Related,454.0
"Michigan City-La Porte, IN",Office and Administrative Support,550.0
"Pittsfield, MA",Legal,20.0
"Pittsfield, MA","Life, Physical, and Social Science",32.0
"Pittsfield, MA","Arts, Design, Entertainment, Sports, and Media",59.0
"Pittsfield, MA",Community and Social Service,94.0
"Pittsfield, MA",Architecture and Engineering,91.0
"Pittsfield, MA",Protective Service,82.0
"Pittsfield, MA",Healthcare Support,143.0
"Pittsfield, MA",Building and Grounds Cleaning and Maintenance,129.0
"Pittsfield, MA",Computer and Mathematical,67.0
"Pittsfield, MA",Personal Care and Service,174.0
"Pittsfield, MA","Installation, Maintenance, and Repair",138.0
"Pittsfield, MA",Construction and Extraction,203.0
"Pittsfield, MA",Management,262.0
"Pittsfield, MA",Business and Financial Operations,170.0
"Pittsfield, MA",Production,216.0
"Pittsfield, MA",Healthcare Practitioners and Technical,318.0
"Pittsfield, MA","Education, Training, and Library",284.0
"Pittsfield, MA",Transportation and Material Moving,142.0
"Pittsfield, MA",Food Preparation and Serving Related,399.0
"Pittsfield, MA",Sales and Related,427.0
"Pittsfield, MA",Office and Administrative Support,596.0
"Goldsboro, NC",Legal,11.0
"Goldsboro, NC","Life, Physical, and Social Science",20.0
"Goldsboro, NC","Arts, Design, Entertainment, Sports, and Media",25.0
"Goldsboro, NC",Community and Social Service,92.0
"Goldsboro, NC",Architecture and Engineering,35.0
"Goldsboro, NC",Protective Service,87.0
"Goldsboro, NC",Healthcare Support,239.0
"Goldsboro, NC",Building and Grounds Cleaning and Maintenance,94.0
"Goldsboro, NC",Computer and Mathematical,28.0
"Goldsboro, NC",Personal Care and Service,84.0
"Goldsboro, NC","Installation, Maintenance, and Repair",171.0
"Goldsboro, NC",Construction and Extraction,118.0
"Goldsboro, NC",Management,112.0
"Goldsboro, NC",Business and Financial Operations,124.0
"Goldsboro, NC",Production,407.0
"Goldsboro, NC",Healthcare Practitioners and Technical,287.0
"Goldsboro, NC","Education, Training, and Library",333.0
"Goldsboro, NC",Transportation and Material Moving,362.0
"Goldsboro, NC",Food Preparation and Serving Related,400.0
"Goldsboro, NC",Sales and Related,436.0
"Goldsboro, NC",Office and Administrative Support,582.0
"Casper, WY",Legal,24.0
"Casper, WY","Life, Physical, and Social Science",47.0
"Casper, WY","Arts, Design, Entertainment, Sports, and Media",41.0
"Casper, WY",Community and Social Service,56.0
"Casper, WY",Architecture and Engineering,72.0
"Casper, WY",Protective Service,90.0
"Casper, WY",Healthcare Support,111.0
"Casper, WY",Building and Grounds Cleaning and Maintenance,136.0
"Casper, WY",Computer and Mathematical,32.0
"Casper, WY",Personal Care and Service,132.0
"Casper, WY","Installation, Maintenance, and Repair",251.0
"Casper, WY",Construction and Extraction,395.0
"Casper, WY",Management,170.0
"Casper, WY",Business and Financial Operations,120.0
"Casper, WY",Production,240.0
"Casper, WY",Healthcare Practitioners and Technical,253.0
"Casper, WY","Education, Training, and Library",223.0
"Casper, WY",Transportation and Material Moving,281.0
"Casper, WY",Food Preparation and Serving Related,381.0
"Casper, WY",Sales and Related,456.0
"Casper, WY",Office and Administrative Support,550.0
"Grand Island, NE",Legal,13.0
"Grand Island, NE","Life, Physical, and Social Science",13.0
"Grand Island, NE","Arts, Design, Entertainment, Sports, and Media",30.0
"Grand Island, NE",Community and Social Service,54.0
"Grand Island, NE",Architecture and Engineering,34.0
"Grand Island, NE",Protective Service,51.0
"Grand Island, NE",Healthcare Support,137.0
"Grand Island, NE",Building and Grounds Cleaning and Maintenance,143.0
